nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,n_nodes,n_edges,seed,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
2,1.0,0.0,0.2222,0.0,0.0,,6.0,21.0,6,6,4135,5.694519996643066,25.446123123168945,True,original,original,0.07070183753967285,0.007320880889892578,2,"frozenset({(2, 3), (4, 1)})",11.735220974388124
2,1.0,0.0,0.2222,0.0,0.0,,6.0,21.0,6,6,4135,5.694519996643066,25.446123123168945,True,original,refined_indep_facts,0.07070183753967285,0.004140138626098633,2,"frozenset({(2, 3), (4, 1)})",5.3688842100850644
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,15.0,6,6,4135,5.694519996643066,25.446123123168945,True,original,arrows_sum,0.07070183753967285,0.0003337860107421875,2,"frozenset({(3, 2), (4, 1)})",1.0000686841012083
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,15.0,6,6,4135,5.694519996643066,25.446123123168945,True,original,arrows_mean,0.07070183753967285,0.00032782554626464844,2,"frozenset({(3, 2), (4, 1)})",0.5000343420506042
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,15.0,6,6,4135,5.694519996643066,25.446123123168945,True,refined_indep_facts,original,0.04503297805786133,0.010247945785522461,2,"frozenset({(3, 2), (4, 1)})",11.735220974388124
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,15.0,6,6,4135,5.694519996643066,25.446123123168945,True,refined_indep_facts,refined_indep_facts,0.04503297805786133,0.008885622024536133,2,"frozenset({(3, 2), (4, 1)})",5.3688842100850644
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,15.0,6,6,4135,5.694519996643066,25.446123123168945,True,refined_indep_facts,arrows_sum,0.04503297805786133,0.0005457401275634766,2,"frozenset({(3, 2), (4, 1)})",1.0000686841012083
1,1.0,0.0,0.1111,0.0,0.0,,6.0,19.0,6,6,4135,5.694519996643066,25.446123123168945,True,refined_indep_facts,arrows_mean,0.04503297805786133,0.0005447864532470703,1,"frozenset({(4, 1)})",0.5001063243668734
5,0.0,0.8333,0.0,1.0,0.8333,0.9091,1.0,1.0,6,6,5174,5.694519996643066,26.842134952545166,True,original,original,1.114684820175171,0.032106637954711914,5,"frozenset({(3, 4), (5, 3), (5, 0), (1, 0), (1, 3)})",19.84333800843554
5,0.0,0.8333,0.0,1.0,0.8333,0.9091,1.0,1.0,6,6,5174,5.694519996643066,26.842134952545166,True,original,refined_indep_facts,1.114684820175171,0.01936483383178711,5,"frozenset({(3, 4), (5, 3), (5, 0), (1, 0), (1, 3)})",4.689770666955216
7,0.2857,0.8333,0.2222,0.7143,0.8333,0.7692,3.0,1.0,6,6,5174,5.694519996643066,26.842134952545166,True,original,arrows_sum,1.114684820175171,0.0007188320159912109,7,"frozenset({(4, 0), (3, 4), (5, 3), (3, 0), (5, 0), (1, 0), (1, 3)})",3.4999917759168744
6,0.1667,0.8333,0.1111,0.8333,0.8333,0.8333,2.0,1.0,6,6,5174,5.694519996643066,26.842134952545166,True,original,arrows_mean,1.114684820175171,0.0007104873657226562,6,"frozenset({(3, 4), (5, 3), (0, 3), (5, 0), (1, 0), (1, 3)})",0.500000207688731
2,1.0,0.0,0.2222,0.0,0.0,,6.0,20.0,6,6,5174,5.694519996643066,26.842134952545166,True,refined_indep_facts,original,0.07799553871154785,0.0540616512298584,2,"frozenset({(0, 1), (4, 3)})",9.395819973518147
2,1.0,0.0,0.2222,0.0,0.0,,6.0,20.0,6,6,5174,5.694519996643066,26.842134952545166,True,refined_indep_facts,refined_indep_facts,0.07799553871154785,0.03553056716918945,2,"frozenset({(0, 1), (4, 3)})",9.089271333427607
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,15.0,6,6,5174,5.694519996643066,26.842134952545166,True,refined_indep_facts,arrows_sum,0.07799553871154785,0.0012466907501220703,2,"frozenset({(5, 0), (4, 3)})",1.000003342458294
1,1.0,0.0,0.1111,0.0,0.0,,6.0,16.0,6,6,5174,5.694519996643066,26.842134952545166,True,refined_indep_facts,arrows_mean,0.07799553871154785,0.001234292984008789,1,"frozenset({(4, 3)})",0.5000030561054953
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,17.0,6,6,5303,5.694519996643066,27.699240922927856,True,original,original,1.1603038311004639,0.04944968223571777,5,"frozenset({(5, 3), (2, 0), (4, 2), (3, 0), (1, 0)})",32.76268384489697
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,17.0,6,6,5303,5.694519996643066,27.699240922927856,True,original,refined_indep_facts,1.1603038311004639,0.02490830421447754,5,"frozenset({(5, 3), (2, 0), (4, 2), (3, 0), (1, 0)})",6.472122644829543
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,6.0,17.0,6,6,5303,5.694519996643066,27.699240922927856,True,original,arrows_sum,1.1603038311004639,0.0008585453033447266,7,"frozenset({(4, 0), (1, 2), (5, 3), (2, 0), (4, 2), (3, 0), (1, 0)})",3.499981349924602
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,5.0,17.0,6,6,5303,5.694519996643066,27.699240922927856,True,original,arrows_mean,1.1603038311004639,0.0008516311645507812,6,"frozenset({(1, 2), (5, 3), (2, 0), (4, 2), (3, 0), (1, 0)})",0.4999993691647957
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,19.0,6,6,5303,5.694519996643066,27.699240922927856,True,refined_indep_facts,original,0.07480669021606445,0.16217350959777832,3,"frozenset({(5, 3), (0, 2), (2, 4)})",11.433894075426231
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,19.0,6,6,5303,5.694519996643066,27.699240922927856,True,refined_indep_facts,refined_indep_facts,0.07480669021606445,0.0893564224243164,3,"frozenset({(5, 3), (0, 2), (2, 4)})",8.610561613281087
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,17.0,6,6,5303,5.694519996643066,27.699240922927856,True,refined_indep_facts,arrows_sum,0.07480669021606445,0.0028252601623535156,3,"frozenset({(1, 0), (0, 3), (4, 2)})",1.5000213094458723
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,17.0,6,6,5303,5.694519996643066,27.699240922927856,True,refined_indep_facts,arrows_mean,0.07480669021606445,0.002829313278198242,1,"frozenset({(0, 3)})",0.5000144942055286
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,6.0,21.0,6,6,3942,5.694519996643066,24.764480352401733,True,original,original,1.7494945526123047,0.7139358520507812,7,"frozenset({(2, 4), (0, 4), (5, 4), (2, 0), (5, 1), (5, 3), (4, 1)})",28.624581841173967
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,6.0,21.0,6,6,3942,5.694519996643066,24.764480352401733,True,original,refined_indep_facts,1.7494945526123047,0.3419017791748047,7,"frozenset({(0, 1), (2, 4), (2, 1), (2, 0), (5, 1), (1, 4), (5, 3)})",2.8767368716607065
11,0.9091,0.1667,1.1111,0.0909,0.1667,0.1176,10.0,27.0,6,6,3942,5.694519996643066,24.764480352401733,True,original,arrows_sum,1.7494945526123047,0.01110219955444336,11,"frozenset({(0, 1), (2, 4), (0, 4), (2, 1), (3, 4), (3, 1), (5, 4), (5, 1), (1, 4), (0, 2), (3, 5)})",5.500208998836826
9,0.8889,0.1667,0.8889,0.1111,0.1667,0.1333,8.0,27.0,6,6,3942,5.694519996643066,24.764480352401733,True,original,arrows_mean,1.7494945526123047,0.011124372482299805,9,"frozenset({(0, 1), (2, 4), (0, 4), (2, 1), (3, 4), (5, 1), (1, 4), (0, 2), (3, 5)})",0.5000359842243925
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,17.0,6,6,3942,5.694519996643066,24.764480352401733,True,refined_indep_facts,original,0.058997154235839844,0.18181419372558594,4,"frozenset({(2, 4), (4, 0), (4, 1), (3, 5)})",23.321921481853217
2,1.0,0.0,0.2222,0.0,0.0,,6.0,25.0,6,6,3942,5.694519996643066,24.764480352401733,True,refined_indep_facts,refined_indep_facts,0.058997154235839844,0.0936284065246582,2,"frozenset({(2, 4), (5, 1)})",6.558123947973413
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,20.0,6,6,3942,5.694519996643066,24.764480352401733,True,refined_indep_facts,arrows_sum,0.058997154235839844,0.0033807754516601562,4,"frozenset({(4, 2), (0, 4), (3, 5), (4, 1)})",1.999993682780598
1,1.0,0.0,0.1111,0.0,0.0,,6.0,23.0,6,6,3942,5.694519996643066,24.764480352401733,True,refined_indep_facts,arrows_mean,0.058997154235839844,0.0034110546112060547,1,"frozenset({(2, 4)})",0.500097625362424
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,5.0,12.0,6,6,2778,5.694519996643066,24.6158447265625,True,original,original,0.11888408660888672,0.00861215591430664,6,"frozenset({(4, 0), (2, 1), (4, 3), (0, 3), (5, 0), (5, 3)})",25.194985570349008
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,5.0,12.0,6,6,2778,5.694519996643066,24.6158447265625,True,original,refined_indep_facts,0.11888408660888672,0.004016399383544922,6,"frozenset({(4, 0), (2, 1), (4, 3), (0, 3), (5, 0), (5, 3)})",3.7705180191381227
6,1.0,0.0,0.6667,0.0,0.0,,6.0,14.0,6,6,2778,5.694519996643066,24.6158447265625,True,original,arrows_sum,0.11888408660888672,0.0003371238708496094,6,"frozenset({(1, 2), (4, 0), (4, 3), (0, 3), (5, 0), (5, 3)})",3.0000253726290524
6,1.0,0.0,0.6667,0.0,0.0,,6.0,14.0,6,6,2778,5.694519996643066,24.6158447265625,True,original,arrows_mean,0.11888408660888672,0.00033283233642578125,6,"frozenset({(1, 2), (4, 0), (4, 3), (0, 3), (5, 0), (5, 3)})",0.5000042287715087
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,8.0,6,6,2778,5.694519996643066,24.6158447265625,True,refined_indep_facts,original,0.07789802551269531,0.30787134170532227,4,"frozenset({(4, 0), (1, 2), (3, 5), (3, 0)})",17.83651666778691
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,11.0,6,6,2778,5.694519996643066,24.6158447265625,True,refined_indep_facts,refined_indep_facts,0.07789802551269531,0.1650998592376709,3,"frozenset({(5, 3), (4, 0), (3, 0)})",4.071333622856457
4,0.25,0.5,0.1111,0.75,0.5,0.6,3.0,5.0,6,6,2778,5.694519996643066,24.6158447265625,True,refined_indep_facts,arrows_sum,0.07789802551269531,0.007896900177001953,4,"frozenset({(1, 2), (0, 4), (3, 4), (3, 0)})",2.00005583943385
1,1.0,0.0,0.1111,0.0,0.0,,6.0,11.0,6,6,2778,5.694519996643066,24.6158447265625,True,refined_indep_facts,arrows_mean,0.07789802551269531,0.007993936538696289,1,"frozenset({(1, 2)})",0.5000410693853864
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,5.0,19.0,6,6,2804,5.694519996643066,24.637835025787354,True,original,original,0.9913702011108398,1.1135096549987793,6,"frozenset({(0, 1), (2, 4), (1, 2), (0, 4), (3, 1), (0, 2)})",28.96933362600322
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,13.0,6,6,2804,5.694519996643066,24.637835025787354,True,original,refined_indep_facts,0.9913702011108398,0.5397686958312988,5,"frozenset({(0, 1), (1, 2), (3, 1), (4, 2), (4, 1)})",3.8989047182979566
10,0.7,0.5,0.7778,0.3,0.5,0.375,7.0,16.0,6,6,2804,5.694519996643066,24.637835025787354,True,original,arrows_sum,0.9913702011108398,0.017735004425048828,10,"frozenset({(0, 1), (0, 4), (2, 1), (3, 4), (3, 1), (5, 1), (4, 2), (0, 2), (3, 2), (4, 1)})",5.000070373896045
9,0.7778,0.3333,0.7778,0.2222,0.3333,0.2667,7.0,18.0,6,6,2804,5.694519996643066,24.637835025787354,True,original,arrows_mean,0.9913702011108398,0.01792740821838379,9,"frozenset({(0, 1), (1, 2), (0, 4), (3, 4), (3, 1), (1, 4), (4, 2), (0, 2), (3, 2)})",0.5000295697640575
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,10.0,6,6,2804,5.694519996643066,24.637835025787354,True,refined_indep_facts,original,0.07430386543273926,0.12209749221801758,3,"frozenset({(0, 2), (1, 3), (4, 2)})",10.529878612922165
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,12.0,6,6,2804,5.694519996643066,24.637835025787354,True,refined_indep_facts,refined_indep_facts,0.07430386543273926,0.0624845027923584,2,"frozenset({(1, 2), (2, 0)})",7.284790552107247
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,14.0,6,6,2804,5.694519996643066,24.637835025787354,True,refined_indep_facts,arrows_sum,0.07430386543273926,0.0022974014282226562,3,"frozenset({(0, 1), (0, 2), (1, 2)})",1.5000785207367318
1,1.0,0.0,0.1111,0.0,0.0,,6.0,15.0,6,6,2804,5.694519996643066,24.637835025787354,True,refined_indep_facts,arrows_mean,0.07430386543273926,0.002292633056640625,1,"frozenset({(0, 2)})",0.5000359897264678
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,23.0,6,6,2145,5.694519996643066,25.468326091766357,True,original,original,0.539229154586792,0.030269861221313477,4,"frozenset({(5, 2), (3, 2), (5, 0), (4, 3)})",18.55183313788078
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,23.0,6,6,2145,5.694519996643066,25.468326091766357,True,original,refined_indep_facts,0.539229154586792,0.020880937576293945,4,"frozenset({(5, 2), (3, 2), (5, 0), (4, 3)})",5.770389467437253
6,1.0,0.0,0.6667,0.0,0.0,,6.0,30.0,6,6,2145,5.694519996643066,25.468326091766357,True,original,arrows_sum,0.539229154586792,0.0009393692016601562,6,"frozenset({(1, 2), (4, 3), (4, 2), (0, 5), (3, 2), (5, 2)})",2.999904885969614
4,1.0,0.0,0.4444,0.0,0.0,,6.0,29.0,6,6,2145,5.694519996643066,25.468326091766357,True,original,arrows_mean,0.539229154586792,0.0009136199951171875,4,"frozenset({(5, 2), (3, 2), (0, 5), (4, 3)})",0.4999998633878742
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,21.0,6,6,2145,5.694519996643066,25.468326091766357,True,refined_indep_facts,original,0.055486440658569336,0.04915356636047363,3,"frozenset({(3, 2), (5, 0), (4, 3)})",16.97539210612922
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,21.0,6,6,2145,5.694519996643066,25.468326091766357,True,refined_indep_facts,refined_indep_facts,0.055486440658569336,0.03613471984863281,3,"frozenset({(3, 2), (5, 0), (4, 3)})",7.53519111511393
3,1.0,0.0,0.3333,0.0,0.0,,6.0,27.0,6,6,2145,5.694519996643066,25.468326091766357,True,refined_indep_facts,arrows_sum,0.055486440658569336,0.0014483928680419922,3,"frozenset({(3, 2), (0, 5), (4, 3)})",1.5000450766610742
1,1.0,0.0,0.1111,0.0,0.0,,6.0,24.0,6,6,2145,5.694519996643066,25.468326091766357,True,refined_indep_facts,arrows_mean,0.055486440658569336,0.0014500617980957031,1,"frozenset({(4, 3)})",0.5000510348025549
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,18.0,6,6,150,5.694519996643066,25.368699550628662,True,original,original,0.6860334873199463,0.615976095199585,5,"frozenset({(5, 1), (2, 3), (1, 0), (2, 5), (3, 5)})",33.49084406086201
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,18.0,6,6,150,5.694519996643066,25.368699550628662,True,original,refined_indep_facts,0.6860334873199463,0.3128993511199951,5,"frozenset({(5, 1), (2, 3), (1, 0), (2, 5), (3, 5)})",5.333483250269667
9,0.6667,0.5,0.6667,0.3333,0.5,0.4,6.0,14.0,6,6,150,5.694519996643066,25.368699550628662,True,original,arrows_sum,0.6860334873199463,0.01110696792602539,9,"frozenset({(0, 3), (2, 0), (5, 1), (2, 3), (1, 0), (5, 0), (5, 3), (2, 5), (1, 3)})",4.500577967460919
7,0.5714,0.5,0.4444,0.4286,0.5,0.4615,4.0,16.0,6,6,150,5.694519996643066,25.368699550628662,True,original,arrows_mean,0.6860334873199463,0.011205196380615234,7,"frozenset({(5, 3), (0, 3), (5, 1), (2, 3), (1, 0), (2, 5), (1, 3)})",0.5000809229744838
4,0.0,0.6667,0.0,1.0,0.6667,0.8,2.0,4.0,6,6,150,5.694519996643066,25.368699550628662,True,refined_indep_facts,original,0.060712575912475586,0.26177120208740234,4,"frozenset({(2, 3), (5, 3), (1, 5), (5, 2)})",22.500508450010095
3,0.0,0.5,0.0,1.0,0.5,0.6667,3.0,10.0,6,6,150,5.694519996643066,25.368699550628662,True,refined_indep_facts,refined_indep_facts,0.060712575912475586,0.13663029670715332,3,"frozenset({(1, 0), (2, 3), (1, 5)})",6.031767269349681
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,16.0,6,6,150,5.694519996643066,25.368699550628662,True,refined_indep_facts,arrows_sum,0.060712575912475586,0.005404949188232422,4,"frozenset({(0, 1), (5, 3), (2, 5), (2, 3)})",2.000285430612605
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,10.0,6,6,150,5.694519996643066,25.368699550628662,True,refined_indep_facts,arrows_mean,0.060712575912475586,0.00545048713684082,2,"frozenset({(2, 3), (5, 3)})",0.5001411518236079
4,0.0,0.6667,0.0,1.0,0.6667,0.8,2.0,4.0,6,6,8823,5.694519996643066,25.31630563735962,True,original,original,0.2324068546295166,0.008277177810668945,4,"frozenset({(2, 3), (5, 3), (1, 2), (5, 2)})",22.39489605858231
4,0.0,0.6667,0.0,1.0,0.6667,0.8,2.0,4.0,6,6,8823,5.694519996643066,25.31630563735962,True,original,refined_indep_facts,0.2324068546295166,0.004323005676269531,4,"frozenset({(2, 3), (5, 3), (1, 2), (5, 2)})",4.470512305479402
5,0.4,0.5,0.2222,0.6,0.5,0.5455,4.0,7.0,6,6,8823,5.694519996643066,25.31630563735962,True,original,arrows_sum,0.2324068546295166,0.00034046173095703125,5,"frozenset({(1, 2), (5, 3), (3, 2), (1, 3), (5, 2)})",2.5000525708763863
5,0.4,0.5,0.2222,0.6,0.5,0.5455,4.0,7.0,6,6,8823,5.694519996643066,25.31630563735962,True,original,arrows_mean,0.2324068546295166,0.0003387928009033203,5,"frozenset({(1, 2), (5, 3), (3, 2), (1, 3), (5, 2)})",0.5000105141752773
3,1.0,0.0,0.3333,0.0,0.0,,6.0,15.0,6,6,8823,5.694519996643066,25.31630563735962,True,refined_indep_facts,original,0.053659915924072266,0.055609703063964844,3,"frozenset({(3, 2), (2, 5), (3, 5)})",11.586922083695658
2,1.0,0.0,0.2222,0.0,0.0,,6.0,15.0,6,6,8823,5.694519996643066,25.31630563735962,True,refined_indep_facts,refined_indep_facts,0.053659915924072266,0.03392672538757324,2,"frozenset({(3, 2), (2, 1)})",5.142726676348306
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,14.0,6,6,8823,5.694519996643066,25.31630563735962,True,refined_indep_facts,arrows_sum,0.053659915924072266,0.0016529560089111328,3,"frozenset({(3, 2), (3, 5), (5, 2)})",1.5001038854270854
1,1.0,0.0,0.1111,0.0,0.0,,6.0,11.0,6,6,8823,5.694519996643066,25.31630563735962,True,refined_indep_facts,arrows_mean,0.053659915924072266,0.0016627311706542969,1,"frozenset({(3, 2)})",0.5000389695429337
6,0.1667,0.8333,0.1111,0.8333,0.8333,0.8333,1.0,5.0,6,6,4669,5.694519996643066,25.270905017852783,True,original,original,1.1730175018310547,0.1345527172088623,6,"frozenset({(0, 4), (1, 5), (0, 3), (2, 0), (2, 5), (1, 3)})",51.89419837172665
6,0.1667,0.8333,0.1111,0.8333,0.8333,0.8333,1.0,5.0,6,6,4669,5.694519996643066,25.270905017852783,True,original,refined_indep_facts,1.1730175018310547,0.05765676498413086,6,"frozenset({(0, 4), (1, 5), (0, 3), (2, 0), (2, 5), (1, 3)})",6.500361402549954
9,0.4444,0.8333,0.4444,0.5556,0.8333,0.6667,4.0,5.0,6,6,4669,5.694519996643066,25.270905017852783,True,original,arrows_sum,1.1730175018310547,0.0017917156219482422,9,"frozenset({(0, 4), (1, 5), (0, 3), (2, 0), (4, 5), (0, 5), (2, 5), (1, 3), (3, 5)})",4.500013975850628
8,0.5,0.6667,0.4444,0.5,0.6667,0.5714,5.0,6.0,6,6,4669,5.694519996643066,25.270905017852783,True,original,arrows_mean,1.1730175018310547,0.0017850399017333984,8,"frozenset({(0, 4), (0, 3), (2, 0), (4, 5), (0, 5), (2, 5), (1, 3), (3, 5)})",0.5000017469813285
4,0.25,0.5,0.1111,0.75,0.5,0.6,3.0,14.0,6,6,4669,5.694519996643066,25.270905017852783,True,refined_indep_facts,original,0.08716487884521484,0.3711986541748047,4,"frozenset({(0, 2), (1, 3), (5, 1), (0, 4)})",11.85482193591058
2,1.0,0.0,0.2222,0.0,0.0,,6.0,24.0,6,6,4669,5.694519996643066,25.270905017852783,True,refined_indep_facts,refined_indep_facts,0.08716487884521484,0.1625359058380127,2,"frozenset({(2, 0), (5, 1)})",9.14427875185442
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,19.0,6,6,4669,5.694519996643066,25.270905017852783,True,refined_indep_facts,arrows_sum,0.08716487884521484,0.0049593448638916016,4,"frozenset({(3, 1), (2, 0), (0, 4), (1, 5)})",2.0000037213223534
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,14.0,6,6,4669,5.694519996643066,25.270905017852783,True,refined_indep_facts,arrows_mean,0.08716487884521484,0.0049703121185302734,1,"frozenset({(2, 5)})",0.5000038978961376
5,0.2,0.6667,0.1111,0.8,0.6667,0.7273,2.0,9.0,6,6,6131,5.694519996643066,25.352221965789795,True,original,original,1.5053062438964844,0.16591215133666992,5,"frozenset({(3, 1), (0, 3), (4, 5), (5, 3), (3, 2)})",58.61688941167347
5,0.2,0.6667,0.1111,0.8,0.6667,0.7273,2.0,9.0,6,6,6131,5.694519996643066,25.352221965789795,True,original,refined_indep_facts,1.5053062438964844,0.05180239677429199,5,"frozenset({(3, 1), (0, 3), (4, 5), (5, 3), (3, 2)})",5.528640803055589
8,0.375,0.8333,0.3333,0.625,0.8333,0.7143,3.0,8.0,6,6,6131,5.694519996643066,25.352221965789795,True,original,arrows_sum,1.5053062438964844,0.001922607421875,8,"frozenset({(2, 1), (4, 3), (3, 1), (0, 3), (4, 5), (0, 5), (5, 3), (3, 2)})",4.000059575428421
7,0.1429,1.0,0.1111,0.8571,1.0,0.9231,1.0,0.0,6,6,6131,5.694519996643066,25.352221965789795,True,original,arrows_mean,1.5053062438964844,0.0019152164459228516,7,"frozenset({(2, 1), (4, 3), (3, 1), (5, 4), (0, 3), (5, 3), (3, 2)})",0.5000388254074741
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,22.0,6,6,6131,5.694519996643066,25.352221965789795,True,refined_indep_facts,original,0.057799577713012695,0.2873406410217285,4,"frozenset({(4, 5), (1, 3), (3, 2), (3, 0)})",19.32555336867596
3,1.0,0.0,0.3333,0.0,0.0,,6.0,27.0,6,6,6131,5.694519996643066,25.352221965789795,True,refined_indep_facts,refined_indep_facts,0.057799577713012695,0.0957486629486084,3,"frozenset({(2, 3), (4, 5), (3, 0)})",6.552042447336549
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,14.0,6,6,6131,5.694519996643066,25.352221965789795,True,refined_indep_facts,arrows_sum,0.057799577713012695,0.0035626888275146484,4,"frozenset({(3, 2), (5, 4), (1, 3), (3, 0)})",1.9999700904664524
1,1.0,0.0,0.1111,0.0,0.0,,6.0,18.0,6,6,6131,5.694519996643066,25.352221965789795,True,refined_indep_facts,arrows_mean,0.057799577713012695,0.0035691261291503906,1,"frozenset({(1, 3)})",0.5001063429055075
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,17.0,6,6,2617,5.694519996643066,25.52891778945923,True,original,original,0.915924072265625,0.2259531021118164,5,"frozenset({(4, 2), (4, 5), (1, 0), (2, 5), (3, 5)})",18.707656727883503
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,17.0,6,6,2617,5.694519996643066,25.52891778945923,True,original,refined_indep_facts,0.915924072265625,0.15277457237243652,5,"frozenset({(4, 2), (4, 5), (1, 0), (2, 5), (3, 5)})",4.864084655140236
10,0.8,0.3333,0.8889,0.2,0.3333,0.25,9.0,16.0,6,6,2617,5.694519996643066,25.52891778945923,True,original,arrows_sum,0.915924072265625,0.00601506233215332,10,"frozenset({(4, 0), (2, 0), (4, 2), (3, 0), (2, 3), (4, 5), (5, 0), (1, 0), (2, 5), (3, 5)})",5.000285130752983
9,0.8889,0.1667,0.8889,0.1111,0.1667,0.1333,10.0,17.0,6,6,2617,5.694519996643066,25.52891778945923,True,original,arrows_mean,0.915924072265625,0.006049633026123047,9,"frozenset({(4, 0), (2, 0), (4, 2), (3, 0), (2, 3), (4, 5), (5, 0), (1, 0), (3, 5)})",0.5000316811947759
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,11.0,6,6,2617,5.694519996643066,25.52891778945923,True,refined_indep_facts,original,0.056626081466674805,0.14060282707214355,4,"frozenset({(1, 0), (2, 4), (2, 5), (5, 4)})",16.790564428008803
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,12.0,6,6,2617,5.694519996643066,25.52891778945923,True,refined_indep_facts,refined_indep_facts,0.056626081466674805,0.09772181510925293,3,"frozenset({(0, 1), (2, 5), (4, 2)})",6.337088800968705
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,11.0,6,6,2617,5.694519996643066,25.52891778945923,True,refined_indep_facts,arrows_sum,0.056626081466674805,0.004096031188964844,4,"frozenset({(1, 0), (2, 4), (2, 5), (5, 4)})",2.0000558314865353
1,1.0,0.0,0.1111,0.0,0.0,,6.0,13.0,6,6,2617,5.694519996643066,25.52891778945923,True,refined_indep_facts,arrows_mean,0.056626081466674805,0.00408935546875,1,"frozenset({(1, 0)})",0.5000558314865351
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,6.0,18.0,6,6,7166,5.694519996643066,24.593732118606567,True,original,original,0.8709583282470703,0.8230860233306885,6,"frozenset({(1, 2), (1, 5), (4, 5), (0, 2), (5, 0), (5, 2)})",37.05185728263794
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,6.0,18.0,6,6,7166,5.694519996643066,24.593732118606567,True,original,refined_indep_facts,0.8709583282470703,0.355787992477417,6,"frozenset({(1, 2), (1, 5), (4, 5), (0, 2), (5, 0), (5, 2)})",4.205452949565819
9,1.0,0.0,1.0,0.0,0.0,,9.0,19.0,6,6,7166,5.694519996643066,24.593732118606567,True,original,arrows_sum,0.8709583282470703,0.011768341064453125,9,"frozenset({(4, 0), (1, 2), (1, 5), (4, 2), (0, 2), (4, 5), (0, 5), (1, 0), (5, 2)})",4.500002414370084
6,1.0,0.0,0.6667,0.0,0.0,,9.0,19.0,6,6,7166,5.694519996643066,24.593732118606567,True,original,arrows_mean,0.8709583282470703,0.011866331100463867,6,"frozenset({(4, 0), (1, 5), (4, 2), (4, 5), (0, 2), (1, 0)})",0.5000004023950141
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,17.0,6,6,7166,5.694519996643066,24.593732118606567,True,refined_indep_facts,original,0.08447909355163574,0.2222917079925537,4,"frozenset({(0, 2), (1, 2), (5, 0), (5, 2)})",23.998780932864616
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,18.0,6,6,7166,5.694519996643066,24.593732118606567,True,refined_indep_facts,refined_indep_facts,0.08447909355163574,0.09859323501586914,2,"frozenset({(2, 1), (5, 2)})",7.582026355320114
